t_s,infer_ms,n_boxes,phase,stage,n_W,pcu_W,n_E,pcu_E,det_car,det_motorcycle,det_bus,det_truck,det_ambulance,det_bicycle,det_autorickshaw
22.089,84.04,34,,,18.98,11.28,12.16,7.17,10,22,2,0,0,0,0
22.122,85.18,33,,,18.64,11.22,11.75,7.04,10,21,2,0,0,0,0
22.155,82.79,32,,,19.11,11.39,10.79,6.75,10,20,2,0,0,0,0
22.189,91.83,32,,,19.42,11.5,10.86,7.01,11,19,2,0,0,0,0
22.222,87.1,31,,,19.63,11.57,10.21,6.73,10,19,2,0,0,0,0
22.256,88.55,32,,,19.41,11.51,10.49,6.75,10,20,2,0,0,0,0
22.289,91.88,31,,,18.91,11.37,10.32,6.66,10,19,2,0,0,0,0
22.322,73.22,33,,,18.94,11.38,10.56,6.71,10,21,2,0,0,0,0
22.356,60.37,33,,,19.31,11.49,10.71,6.74,10,21,2,0,0,0,0
22.389,56.48,33,,,19.55,11.56,10.81,6.52,9,22,2,0,0,0,0
22.422,53.19,30,,,19.01,11.4,10.53,6.27,9,19,2,0,0,0,0
22.456,53.77,32,,,19.01,11.4,10.69,6.21,9,21,2,0,0,0,0
22.489,52.97,30,,,18.3,11.19,10.45,6.31,10,18,2,0,0,0,0
22.523,46.23,30,,,17.85,11.05,10.29,6.38,10,18,2,0,0,0,0
22.556,54.42,31,,,17.2,10.86,10.54,6.52,10,19,2,0,0,0,0
22.589,53.61,32,,,17.13,10.84,10.7,6.62,11,19,2,0,0,0,0
22.623,51.29,31,,,17.08,10.83,10.81,6.68,11,18,2,0,0,0,0
22.656,52.59,31,,,17.06,10.82,10.87,6.72,11,18,2,0,0,0,0
22.689,51.41,30,,,17.04,10.81,10.57,6.65,10,18,2,0,0,0,0
22.723,52.61,31,,,16.32,10.6,11.77,7.01,10,19,2,0,0,0,0
22.756,53.91,32,,,16.21,10.56,12.2,7.15,10,20,2,0,0,0,0
22.789,53.45,31,,,15.79,10.44,12.48,7.48,11,18,2,0,0,0,0
22.823,51.77,30,,,15.86,10.46,11.61,7.38,11,17,2,0,0,0,0
22.856,47.09,30,,,15.91,10.47,11.4,7.42,11,17,2,0,0,0,0
22.89,71.61,32,,,15.94,10.48,11.96,7.42,10,20,2,0,0,0,0
22.923,72.21,28,,,15.26,10.28,10.92,6.99,10,16,2,0,0,0,0
22.956,91.04,29,,,15.52,10.36,10.6,6.82,10,17,2,0,0,0,0
22.99,87.16,29,,,15.34,10.3,10.74,6.81,10,17,2,0,0,0,0
23.023,79.3,31,,,15.92,10.48,11.18,7.16,11,18,2,0,0,0,0
23.056,89.73,30,,,15.6,10.38,11.82,7.49,11,17,2,0,0,0,0
23.09,82.89,33,,,16.09,10.53,12.58,7.81,11,20,2,0,0,0,0
23.123,60.2,35,,,16.06,10.52,13.08,8.01,12,21,2,0,0,0,0
23.156,51.78,35,,,16.74,10.72,13.4,7.9,10,23,2,0,0,0,0
23.19,53.92,33,,,16.83,10.75,13.26,7.97,12,19,2,0,0,0,0
23.223,52.33,30,,,16.54,10.66,12.82,7.91,11,17,2,0,0,0,0
23.257,52.76,31,,,17.05,10.82,12.18,7.52,10,19,2,0,0,0,0
23.29,52.16,29,,,15.98,10.49,12.47,7.48,10,17,2,0,0,0,0
23.323,50.31,31,,,15.64,10.39,13.0,7.56,10,19,2,0,0,0,0
23.357,51.74,31,,,16.12,10.53,12.65,7.4,10,19,2,0,0,0,0
23.39,52.86,31,,,16.07,10.52,13.12,7.5,10,19,2,0,0,0,0
23.423,54.47,29,,,15.7,10.41,13.08,7.47,10,17,2,0,0,0,0
23.457,52.06,29,,,15.45,10.34,13.05,7.44,10,17,2,0,0,0,0
23.49,54.63,31,,,15.3,10.29,13.03,7.43,11,18,2,0,0,0,0
23.524,43.85,29,,,15.54,10.36,12.67,7.31,10,17,2,0,0,0,0
23.557,63.59,30,,,15.7,10.41,12.44,7.24,11,17,2,0,0,0,0
23.59,88.84,29,,,15.11,10.23,12.63,7.3,11,16,2,0,0,0,0
23.624,92.43,32,,,16.12,10.54,12.41,7.23,11,19,2,0,0,0,0
23.657,91.05,32,,,16.08,10.52,12.97,7.39,11,19,2,0,0,0,0
23.69,94.59,31,,,16.4,10.62,12.28,7.19,11,18,2,0,0,0,0
23.724,58.27,31,,,16.26,10.58,11.83,7.3,12,17,2,0,0,0,0
23.757,52.17,30,,,15.82,10.2,12.24,7.82,11,17,2,0,0,0,0
23.79,49.57,28,,,15.53,9.96,11.81,7.95,11,15,2,0,0,0,0
23.824,50.45,28,,,16.05,10.25,11.17,7.69,11,15,2,0,0,0,0
23.857,52.53,30,,,16.03,10.34,11.46,7.73,11,17,2,0,0,0,0
23.891,60.84,28,,,16.02,10.39,10.95,7.54,11,15,2,0,0,0,0
23.924,84.82,29,,,16.01,10.43,10.97,7.53,11,16,2,0,0,0,0
23.957,88.66,30,,,16.36,10.56,10.98,7.52,11,17,2,0,0,0,0
23.991,88.81,30,,,16.58,10.64,10.99,7.51,11,17,2,0,0,0,0
24.024,82.88,29,,,16.38,10.59,10.99,7.51,11,16,2,0,0,0,0
24.057,59.21,32,,,16.25,10.56,12.04,7.82,11,19,2,0,0,0,0
24.091,50.54,27,,,15.81,10.43,11.68,7.71,11,14,2,0,0,0,0
24.124,51.44,32,,,16.23,10.56,12.49,8.2,12,18,2,0,0,0,0
24.157,51.24,32,,,16.15,10.54,13.02,8.02,10,20,2,0,0,0,0
24.191,48.86,29,,,15.75,10.42,12.66,7.7,10,17,2,0,0,0,0
24.224,51.61,30,,,15.48,10.34,12.78,8.36,10,17,2,1,0,0,0
24.258,50.19,29,,,15.32,10.29,12.51,8.45,9,17,2,1,0,0,0
24.291,49.21,30,,,15.2,10.26,12.68,8.85,10,17,2,1,0,0,0
24.324,43.75,28,,,15.13,10.24,12.44,8.76,9,16,2,1,0,0,0
24.358,46.59,26,,,15.09,10.23,11.59,7.73,9,15,2,0,0,0,0
24.391,49.1,28,,,15.06,10.22,11.38,7.65,12,14,2,0,0,0,0
24.424,55.04,27,,,14.34,9.23,11.6,7.7,12,14,1,0,0,0,0
24.458,52.13,29,,,14.22,9.47,11.74,7.74,12,15,2,0,0,0,0
24.491,58.72,27,,,14.49,9.72,10.78,7.2,11,14,2,0,0,0,0
24.524,48.59,27,,,14.32,9.78,10.51,6.95,11,14,2,0,0,0,0
24.558,51.83,30,,,14.91,9.26,10.64,6.8,11,18,1,0,0,0,0
24.591,50.2,29,,,14.59,9.49,10.77,6.8,11,16,2,0,0,0,0
24.625,52.73,32,,,15.43,9.95,10.85,6.8,11,19,2,0,0,0,0
24.658,48.82,30,,,14.93,9.93,11.25,7.15,11,17,2,0,0,0,0
24.691,72.82,29,,,14.61,9.92,11.51,7.9,10,16,2,1,0,0,0
24.725,52.46,30,,,14.39,9.91,12.03,8.5,10,17,2,1,0,0,0
24.758,51.59,30,,,14.26,9.91,12.72,8.99,10,17,2,1,0,0,0
24.791,47.78,27,,,14.17,9.91,12.12,8.75,9,15,2,1,0,0,0
24.825,46.73,29,,,14.11,9.9,11.03,8.38,10,16,2,1,0,0,0
24.858,49.76,29,,,14.42,10.01,10.67,8.49,10,16,3,0,0,0,0
24.892,45.41,26,,,14.27,9.72,10.08,8.46,9,14,2,1,0,0,0
24.925,45.67,26,,,14.18,9.54,10.05,8.3,8,15,2,1,0,0,0
24.958,47.91,27,,,14.47,9.53,9.69,7.32,8,17,1,1,0,0,0
24.992,50.97,29,,,15.35,9.73,9.8,6.79,8,19,1,1,0,0,0
25.025,49.3,29,,,15.58,9.75,9.87,7.21,8,18,2,1,0,0,0
25.058,47.82,26,,,15.03,9.56,10.22,7.48,8,15,2,1,0,0,0
25.092,49.66,28,,,15.02,9.54,10.14,7.66,8,17,3,0,0,0,0
25.125,49.58,29,,,15.36,9.88,10.09,7.78,9,17,2,1,0,0,0
25.158,47.71,26,,,14.88,9.6,10.06,7.86,8,14,3,0,0,1,0
25.192,47.21,24,,,13.88,9.25,10.04,7.91,8,13,3,0,0,0,0
25.225,46.63,26,,,13.92,9.23,10.03,7.94,8,15,3,0,0,0,0
25.259,48.12,27,,,13.95,9.22,10.37,8.07,8,16,3,0,0,0,0
25.292,46.45,25,,,13.62,9.11,10.24,8.04,8,14,3,0,0,0,0
25.325,45.98,24,,,13.01,8.92,9.8,7.92,8,13,3,0,0,0,0
25.359,46.37,27,,,13.32,9.17,9.52,7.84,9,15,3,0,0,0,0
25.392,46.1,24,,,13.21,9.32,9.34,7.79,9,12,3,0,0,0,0
25.425,43.98,26,,,13.49,9.53,9.22,7.76,9,14,3,0,0,0,0
25.459,162.24,25,,,13.32,9.31,9.14,7.74,8,14,3,0,0,0,0
25.492,84.92,27,,,13.55,9.51,9.44,8.08,10,14,3,0,0,0,0
25.526,82.03,26,,,13.71,9.65,9.29,7.94,9,14,3,0,0,0,0
25.559,92.07,29,,,14.51,9.95,9.54,7.96,9,17,3,0,0,0,0
25.592,58.34,29,,,15.03,10.14,9.7,7.98,9,17,3,0,0,0,0
25.626,49.0,30,,,15.72,10.37,9.8,7.98,9,18,3,0,0,0,0
25.659,47.89,26,,,15.47,10.07,9.17,7.78,8,15,3,0,0,0,0
25.692,43.74,25,,,14.95,9.76,9.11,7.75,8,14,3,0,0,0,0
25.726,40.9,26,,,15.32,9.78,8.72,7.87,9,14,3,0,0,0,0
25.759,42.97,29,,,15.56,9.78,9.52,8.27,9,17,3,0,0,0,0
25.792,44.59,26,,,15.01,9.58,9.69,8.42,9,14,3,0,0,0,0
25.826,44.3,24,,,14.31,9.34,9.45,8.41,9,12,3,0,0,0,0
25.859,41.1,25,,,14.2,9.54,9.29,8.41,10,12,3,0,0,0,0
25.893,42.36,23,,,14.13,9.66,8.49,7.95,9,11,3,0,0,0,0
25.926,45.63,24,,,14.08,9.5,8.32,8.0,9,12,3,0,0,0,0
25.959,43.19,26,,,14.41,9.75,8.56,8.14,10,13,3,0,0,0,0
25.993,52.88,26,,,14.61,9.9,8.71,8.23,10,13,3,0,0,0,0
26.026,68.84,25,,,14.4,9.9,8.81,8.29,10,12,3,0,0,0,0
26.059,50.61,27,,,14.61,10.01,9.23,8.43,10,14,3,0,0,0,0
26.093,43.29,22,,,14.05,9.37,8.1,7.86,8,11,3,0,0,0,0
26.126,41.11,23,,,14.03,9.07,7.36,7.74,9,11,3,0,0,0,0
26.159,45.3,24,,,13.32,8.66,7.24,7.76,10,11,3,0,0,0,0
26.193,49.71,22,,,12.86,8.39,7.15,7.77,9,10,3,0,0,0,0
26.226,43.93,23,,,12.56,8.22,7.1,7.78,10,10,3,0,0,0,0
26.26,42.48,26,,,12.71,7.44,7.41,7.89,10,14,2,0,0,0,0
26.293,50.5,24,,,12.46,6.8,7.62,8.21,10,11,2,0,0,1,0
26.326,53.53,22,,,12.3,7.18,7.75,8.42,9,10,3,0,0,0,0
26.36,55.56,27,,,12.9,7.61,8.54,8.76,10,13,3,0,0,1,0
26.393,47.85,28,,,13.28,8.17,9.05,8.74,10,15,3,0,0,0,0
26.426,51.44,23,,,12.48,8.21,8.68,8.52,10,10,3,0,0,0,0
26.46,45.98,25,,,12.66,8.45,8.79,8.48,10,12,3,0,0,0,0
26.493,45.49,25,,,12.43,8.5,8.87,8.45,10,12,3,0,0,0,0
26.527,43.25,23,,,11.23,7.98,9.26,8.54,9,11,3,0,0,0,0
26.56,53.48,26,,,10.76,7.73,9.87,8.94,10,13,3,0,0,0,0
26.593,45.59,26,,,10.85,7.69,9.92,9.1,10,13,3,0,0,0,0
26.627,44.35,24,,,10.55,7.55,9.95,8.96,9,12,3,0,0,0,0
26.66,43.64,23,,,10.71,7.57,9.61,8.52,8,12,3,0,0,0,0
26.693,46.92,24,,,11.16,7.68,9.4,8.23,8,13,3,0,0,0,0
26.727,65.47,23,,,11.1,7.65,9.61,8.15,8,12,3,0,0,0,0
26.76,80.22,24,,,11.42,7.74,10.1,8.45,8,13,3,0,0,0,0
26.793,88.47,26,,,11.27,7.69,10.76,8.99,9,14,3,0,0,0,0
26.827,82.48,25,,,10.83,7.55,11.55,9.2,8,14,3,0,0,0,0
26.86,82.07,25,,,10.89,7.57,11.35,9.13,9,13,3,0,0,0,0
26.894,84.3,24,,,10.58,7.48,11.58,9.19,9,12,3,0,0,0,0
26.927,88.75,24,,,10.37,7.41,11.73,9.23,9,12,3,0,0,0,0
26.96,85.39,28,,,10.94,7.58,12.52,9.71,10,15,3,0,0,0,0
26.994,51.37,28,,,11.31,7.69,13.39,10.13,9,16,3,0,0,0,0
27.027,48.38,27,,,10.85,7.56,14.3,10.5,9,15,3,0,0,0,0
27.06,48.25,25,,,10.9,7.57,13.85,10.43,9,13,3,0,0,0,0
27.094,47.48,27,,,11.64,7.79,13.55,10.39,9,15,3,0,0,0,0
27.127,44.92,29,,,12.11,7.93,14.06,10.57,9,17,3,0,0,0,0
27.16,86.47,28,,,12.07,7.92,13.69,10.47,9,16,3,0,0,0,0
27.194,190.07,29,,,12.05,7.91,13.8,10.52,9,17,3,0,0,0,0
27.227,93.21,28,,,12.73,8.12,13.17,10.34,9,16,3,0,0,0,0
27.261,102.34,28,,,12.48,8.04,13.46,10.43,9,16,3,0,0,0,0
27.294,98.54,28,,,13.01,8.2,12.95,10.28,10,15,3,0,0,0,0
27.327,132.95,27,,,13.01,8.45,12.27,10.08,11,13,3,0,0,0,0
27.361,104.72,30,,,13.7,8.82,12.52,10.15,11,16,3,0,0,0,0
27.394,96.56,27,,,13.46,8.6,12.34,10.1,10,14,3,0,0,0,0
27.427,88.28,25,,,12.95,8.36,11.87,9.96,10,12,3,0,0,0,0
27.461,85.65,28,,,13.32,8.65,11.92,9.97,11,14,3,0,0,0,0
27.494,89.35,31,,,14.26,9.05,11.95,9.98,12,16,3,0,0,0,0
27.527,83.72,28,,,13.82,9.0,11.96,9.99,12,13,3,0,0,0,0
27.561,92.76,26,,,13.18,8.61,11.63,9.64,10,13,3,0,0,0,0
27.594,84.96,29,,,13.82,8.92,11.41,9.42,11,15,3,0,0,0,0
27.628,85.35,28,,,13.88,9.02,10.56,9.06,13,12,3,0,0,0,0
27.661,86.2,31,,,14.62,9.29,10.37,8.94,13,15,3,0,0,0,0
27.694,85.26,29,,,14.75,9.37,10.24,8.85,12,14,3,0,0,0,0
27.728,86.28,27,,,14.49,9.06,9.81,8.69,11,13,3,0,0,0,0
27.761,84.95,28,,,14.67,8.97,9.52,8.59,11,14,3,0,0,0,0
27.794,85.71,29,,,15.13,9.26,9.34,8.52,12,14,3,0,0,0,0
27.828,86.08,28,,,15.44,9.2,9.22,8.48,10,15,3,0,0,0,0
27.861,84.21,28,,,15.28,9.31,9.14,8.45,11,14,3,0,0,0,0
27.895,84.66,26,,,14.48,8.92,8.74,8.33,11,12,3,0,0,0,0
27.928,84.42,28,,,14.32,8.77,8.83,8.35,11,14,3,0,0,0,0
27.961,84.87,28,,,14.2,8.68,8.89,8.37,11,14,3,0,0,0,0
27.995,81.62,27,,,13.78,8.51,8.93,8.38,11,13,3,0,0,0,0
28.028,87.31,32,,,13.51,8.16,10.35,8.81,11,18,3,0,0,0,0
28.061,85.38,30,,,13.68,8.03,10.93,9.22,10,17,3,0,0,0,0
28.095,86.29,31,,,13.79,7.95,11.65,9.6,10,18,3,0,0,0,0
28.128,89.21,30,,,13.87,7.9,11.78,9.74,10,17,3,0,0,0,0
28.161,84.94,29,,,13.56,7.76,11.85,9.83,10,16,3,0,0,0,0
28.195,87.31,33,,,14.07,7.88,11.91,9.89,11,19,3,0,0,0,0
28.228,90.8,35,,,14.39,7.96,12.99,10.24,11,21,3,0,0,0,0
28.262,91.1,36,,,14.96,8.11,13.34,10.37,11,22,3,0,0,0,0
28.295,85.81,32,,,14.97,8.11,13.22,10.34,11,18,3,0,0,0,0
28.328,87.08,32,,,14.63,8.0,13.49,10.43,11,18,3,0,0,0,0
28.362,86.2,31,,,14.41,7.93,13.32,10.39,11,17,3,0,0,0,0
28.395,85.43,31,,,14.27,7.88,13.21,10.36,11,17,3,0,0,0,0
28.428,87.34,33,,,14.17,7.85,13.49,10.44,11,19,3,0,0,0,0
28.462,85.63,30,,,13.76,7.73,13.32,10.39,11,16,3,0,0,0,0
28.495,82.12,31,,,13.15,7.54,13.56,10.46,12,16,3,0,0,0,0
28.529,85.95,33,,,13.09,7.53,14.06,10.62,12,18,3,0,0,0,0
28.562,87.09,32,,,13.41,7.62,13.69,10.51,12,17,3,0,0,0,0
28.595,85.85,31,,,12.92,7.23,13.45,10.43,11,17,3,0,0,0,0
28.629,85.62,31,,,12.95,7.32,12.94,10.28,12,16,3,0,0,0,0
28.662,82.96,30,,,12.62,7.28,12.61,10.18,12,15,3,0,0,0,0
28.695,85.39,30,,,12.4,7.01,12.75,10.22,10,17,3,0,0,0,0
28.729,95.71,30,,,12.61,6.94,12.14,10.04,11,16,3,0,0,0,0
28.762,89.62,28,,,12.4,6.78,11.39,9.57,10,15,3,0,0,0,0
28.795,88.06,32,,,12.96,6.89,11.25,9.37,11,18,3,0,0,0,0
28.829,88.87,33,,,13.32,6.97,11.51,9.59,12,18,3,0,0,0,0
28.862,93.06,31,,,12.16,6.59,12.03,9.84,12,16,3,0,0,0,0
28.896,103.47,32,,,11.75,6.46,12.37,9.76,11,18,3,0,0,0,0
28.929,120.34,32,,,11.49,6.37,12.59,9.95,12,17,3,0,0,0,0
28.962,100.04,32,,,11.67,6.41,13.08,10.42,11,18,3,0,0,0,0
28.996,117.24,28,,,11.08,6.23,13.06,10.62,11,14,3,0,0,0,0
29.029,105.27,30,,,11.4,6.33,13.04,10.75,11,16,3,0,0,0,0
29.062,94.19,29,,,11.61,6.39,12.67,10.49,10,16,3,0,0,0,0
29.096,98.65,31,,,12.1,6.53,13.14,10.53,10,18,3,0,0,0,0
29.129,98.27,29,,,12.06,6.52,12.74,10.34,10,16,3,0,0,0,0
29.162,122.29,30,,,12.39,6.62,12.48,10.22,10,17,3,0,0,0,0
29.196,91.91,25,,,11.55,6.12,11.61,9.94,9,13,3,0,0,0,0
29.229,86.25,29,,,11.01,6.04,11.75,9.96,11,15,3,0,0,0,0
29.263,85.83,28,,,11.01,6.1,11.14,9.52,10,15,3,0,0,0,0
29.296,95.12,30,,,11.7,6.34,11.09,9.34,9,18,3,0,0,0,0
29.329,103.92,33,,,12.51,6.61,11.41,9.32,10,20,3,0,0,0,0
29.363,91.8,35,,,13.03,6.78,12.31,9.77,11,21,3,0,0,0,0
29.396,90.38,31,,,13.02,6.79,12.2,9.61,10,18,3,0,0,0,0
29.429,82.87,27,,,12.66,6.69,11.78,9.39,8,16,3,0,0,0,0
29.463,82.35,27,,,11.38,6.31,12.21,9.47,8,16,3,0,0,0,0
29.496,87.75,29,,,11.25,6.27,12.14,9.41,8,18,3,0,0,0,0
29.53,87.11,30,,,11.51,6.35,12.09,9.37,9,18,3,0,0,0,0
29.563,87.29,31,,,12.03,6.75,12.41,9.7,9,19,3,0,0,0,0
29.596,84.91,31,,,12.37,7.01,12.61,9.91,10,18,3,0,0,0,0
29.63,85.33,30,,,12.24,7.08,12.75,10.04,10,17,3,0,0,0,0
29.663,87.02,31,,,12.86,7.33,12.84,10.13,10,18,3,0,0,0,0
29.696,95.26,30,,,13.26,7.5,12.54,10.09,10,17,3,0,0,0,0
29.73,94.7,28,,,12.82,7.39,12.35,10.06,10,15,3,0,0,0,0
29.763,87.42,27,,,12.18,7.22,12.23,10.04,10,14,3,0,0,0,0
29.796,86.32,31,,,12.47,7.32,11.8,9.67,11,17,3,0,0,0,0
29.83,91.7,34,,,13.0,7.49,11.87,9.79,12,19,3,0,0,0,0
29.863,88.78,33,,,13.0,7.49,11.92,9.62,11,19,3,0,0,0,0
29.897,85.54,31,,,13.35,7.6,11.59,9.4,10,18,3,0,0,0,0
29.93,83.0,28,,,13.23,7.56,10.69,9.05,10,15,3,0,0,0,0
29.963,86.02,27,,,12.8,7.44,10.1,8.82,10,14,3,0,0,0,0
29.997,83.91,28,,,12.87,7.46,9.71,8.92,10,15,3,0,0,0,0
30.03,84.19,26,,,12.56,7.12,9.46,8.49,6,17,3,0,0,0,0
30.063,84.84,27,,,12.72,7.26,9.3,8.22,7,17,3,0,0,0,0
30.097,84.38,28,,,12.47,6.99,9.55,8.39,8,17,3,0,0,0,0
30.13,82.69,27,,,12.65,7.17,9.35,8.39,9,15,3,0,0,0,0
30.163,83.25,25,,,12.77,7.28,8.88,8.04,8,14,3,0,0,0,0
30.197,90.69,27,,,12.85,7.36,8.57,7.82,9,15,3,0,0,0,0
30.23,84.56,28,,,12.9,7.41,9.07,7.88,9,16,3,0,0,0,0
30.264,83.34,29,,,12.94,7.44,9.4,8.17,10,16,3,0,0,0,0
30.297,83.8,28,,,12.96,7.46,9.61,8.35,10,15,3,0,0,0,0
30.33,85.0,31,,,13.32,7.58,9.75,8.48,10,18,3,0,0,0,0
30.364,84.5,31,,,13.56,7.66,9.83,8.55,10,18,3,0,0,0,0
30.397,102.41,30,,,13.71,7.71,9.89,8.61,10,17,3,0,0,0,0
30.43,88.08,27,,,14.16,7.84,9.23,8.18,8,16,3,0,0,0,0
30.464,85.42,28,,,14.46,7.93,9.15,8.01,8,17,3,0,0,0,0
30.497,89.24,30,,,14.65,7.99,9.45,8.25,9,18,3,0,0,0,0
30.53,88.21,33,,,14.77,8.03,9.99,8.52,11,19,3,0,0,0,0
30.564,84.15,30,,,14.85,8.05,9.99,8.58,10,17,3,0,0,0,0
30.597,82.67,27,,,13.85,7.76,10.0,8.62,10,14,3,0,0,0,0
30.631,86.47,32,,,14.6,7.98,10.7,8.86,9,20,3,0,0,0,0
30.664,85.68,32,,,14.74,8.02,11.15,9.01,10,19,3,0,0,0,0
30.697,88.02,25,,,13.43,7.63,10.4,8.8,9,13,3,0,0,0,0
30.731,81.29,27,,,12.93,7.48,9.91,8.66,9,15,3,0,0,0,0
30.764,91.26,26,,,12.26,7.28,9.59,8.57,9,14,3,0,0,0,0
30.797,83.01,26,,,11.82,7.14,9.38,8.51,9,14,3,0,0,0,0
30.831,83.95,29,,,12.23,7.27,9.25,8.47,9,17,3,0,0,0,0
30.864,82.03,28,,,12.5,7.35,9.51,8.55,9,16,3,0,0,0,0
30.898,82.81,26,,,12.32,7.3,9.68,8.6,8,15,3,0,0,0,0
30.931,83.14,27,,,12.21,7.26,9.79,8.64,8,16,3,0,0,0,0
30.964,81.48,26,,,12.14,7.24,9.52,8.31,8,15,3,0,0,0,0
30.998,83.54,28,,,12.79,7.44,9.69,8.2,7,18,3,0,0,0,0
31.031,83.77,27,,,12.86,7.46,9.8,8.13,7,17,3,0,0,0,0
31.064,83.46,28,,,13.26,7.58,9.52,7.98,8,17,3,0,0,0,0
31.098,84.38,30,,,13.17,7.55,10.04,8.09,8,19,3,0,0,0,0
31.131,85.55,29,,,13.11,7.78,10.37,8.16,8,18,3,0,0,0,0
31.164,82.76,28,,,13.42,7.79,9.89,8.0,8,17,3,0,0,0,0
31.198,82.95,29,,,13.62,7.79,10.28,8.35,9,17,3,0,0,0,0
31.231,83.91,30,,,14.11,8.14,10.88,8.44,8,19,3,0,0,0,0
31.265,85.91,29,,,14.42,8.37,10.57,8.28,8,18,3,0,0,0,0
31.298,84.73,29,,,14.62,8.52,10.72,8.29,7,19,3,0,0,0,0
31.331,84.88,30,,,14.75,8.62,11.17,8.4,7,20,3,0,0,0,0
31.365,87.17,30,,,14.84,8.68,11.46,8.47,7,20,3,0,0,0,0
31.398,86.26,28,,,14.55,8.62,10.95,8.3,8,17,3,0,0,0,0
31.431,84.63,29,,,14.71,8.68,10.62,8.2,8,18,3,0,0,0,0
31.465,82.87,28,,,14.81,8.72,10.4,8.13,7,18,3,0,0,0,0
31.498,81.93,27,,,14.53,8.65,9.91,7.98,8,16,3,0,0,0,0
31.532,81.96,27,,,14.69,8.7,9.59,7.88,7,17,3,0,0,0,0
31.565,81.28,27,,,14.45,8.63,9.73,7.92,7,17,3,0,0,0,0
31.598,86.54,26,,,14.29,8.58,9.48,7.84,7,16,3,0,0,0,0
31.632,89.6,28,,,14.19,8.55,10.01,8.0,7,18,3,0,0,0,0
31.665,84.94,27,,,14.47,8.64,10.01,8.0,7,17,3,0,0,0,0
31.698,82.29,26,,,14.66,8.7,9.65,7.9,7,16,3,0,0,0,0
31.732,83.44,28,,,14.78,8.73,10.13,8.04,7,18,3,0,0,0,0
